"season","player","team","age","position","games","games_started","targets","catches","yards","tds","fumbles"
2014,"Bobby Rainey","TAM",27,"RB/rb",15,5,45,33,315,1,3
2014,"Brent Celek","PHI",29,"TE",16,15,51,32,340,1,1
2014,"Donte Moncrief","IND",21,"/WR",16,2,49,32,444,3,0
2014,"Tavon Austin","STL",24,"WR",15,8,44,31,242,0,5
2014,"Charles Johnson","MIN",25,"WR/wr",12,6,59,31,475,2,1
2014,"Damaris Johnson","HOU",25,"WR/wr",16,8,49,31,331,1,2
2014,"Louis Murphy","TAM",27,"/WR",11,3,56,31,380,2,1
2014,"Levine Toilolo","ATL",23,"TE",16,16,54,31,238,2,1
2014,"Stedman Bailey","STL",24,"/WR",14,3,46,30,435,1,0
2014,"Devonta Freeman","ATL",22,"RB",16,0,37,30,225,1,1
2014,"Rashad Jennings","NYG",29,"RB",11,9,41,30,226,0,1
2014,"Dwayne Allen","IND",24,"FB/TE",13,13,50,29,395,8,1
2014,"Donald Brown","SDG",27,"/RB",13,3,41,29,211,0,1
2014,"Brandon Gibson","MIA",27,"WR/wr",14,5,51,29,295,1,2
2014,"Mark Ingram","NOR",25,"RB",13,9,36,29,145,0,3
2014,"Andrew Quarless","GNB",26,"TE",16,11,46,29,323,3,0
2014,"Paul Richardson","SEA",22,"WR",15,6,44,29,271,1,1
2014,"Jacquizz Rodgers","ATL",24,"/RB",16,1,40,29,173,1,1
2014,"Justin Hunter","TEN",23,"WR",12,8,67,28,498,3,0
2014,"LeSean McCoy","PHI",26,"RB",16,16,37,28,155,0,4
2014,"Danny Amendola","NWE",29,"/WR",16,4,42,27,200,1,1
2014,"Jeremy Hill","CIN",22,"RB/rb",16,8,32,27,215,0,5
2014,"Lance Kendricks","STL",26,"TE/WR",16,14,38,27,259,5,0
2014,"Jerick McKinnon","MIN",22,"RB/rb",11,6,41,27,135,0,0
2014,"Trent Richardson","IND",24,"RB",15,12,34,27,229,0,2
2014,"Martavis Bryant","PIT",23,"/WR",10,3,48,26,549,8,0
2014,"Vernon Davis","SFO",30,"TE",14,14,50,26,245,2,0
2014,"Clay Harbor","JAX",27,"TE/te",13,8,35,26,289,1,0
2014,"Dexter McCluster","TEN",25,"/RB",14,2,36,26,197,1,1
2014,"Tim Wright","NWE",24,"/TE/WR",16,2,33,26,259,6,0
2014,"Eric Ebron","DET",21,"TE/te",13,7,47,25,248,1,0
2014,"Anthony Fasano","KAN",30,"TE",15,13,36,25,226,4,0
2014,"Brian Quick","STL",25,"WR/wr",7,7,39,25,375,3,0
2014,"Jonathan Stewart","CAR",27,"RB",13,8,31,25,181,1,3
2014,"Jordan Todman","JAX",24,"/RB",16,1,37,25,198,1,0
2014,"Kamar Aiken","BAL",25,"WR",16,0,32,24,267,3,0
2014,"Marlon Brown","BAL",23,"/WR",14,1,31,24,255,0,0
2014,"Jordan Cameron","CLE",26,"TE",10,9,48,24,424,2,0
2014,"Josh Gordon","CLE",23,"WR/wr",5,5,47,24,303,0,0
2014,"Chris Johnson","NYJ",29,"RB/rb",16,6,34,24,151,1,1
2014,"Jeremy Ross","DET",26,"FB/RB/WR",16,13,35,24,314,1,5
2014,"Kyle Rudolph","MIN",25,"TE",9,8,34,24,231,2,1
2014,"Dion Sims","MIA",23,"/TE/WR",14,2,36,24,284,2,0
2014,"Victor Cruz","NYG",28,"WR/wr",6,6,41,23,337,1,0
2014,"Jeff Cumberland","NYJ",27,"TE",16,14,47,23,247,3,0
2014,"Chase Ford","MIN",24,"TE/te",11,5,35,23,258,1,0
2014,"Denard Robinson","JAX",24,"RB/WR",13,9,31,23,124,0,2
2014,"DeAnthony Thomas","KAN",21,"/RB/WR",12,3,31,23,156,0,0
2014,"Jaron Brown","ARI",24,"/WR",16,2,32,22,229,2,1
2014,"Brandon Myers","TAM",29,"TE/te/WR",14,6,32,22,190,0,0
2014,"Leon Washington","TEN",32,"RB",16,0,31,22,159,2,3
2014,"Luke Willson","SEA",24,"TE",15,10,40,22,362,3,0
2014,"Corey Brown","CAR",23,"/WR",13,3,36,21,296,2,3
2014,"Brice Butler","OAK",24,"WR",15,0,35,21,280,2,0
2014,"Dan Herron","IND",25,"/RB",16,3,26,21,173,0,4
2014,"Ronnie Hillman","DEN",23,"/RB",8,4,34,21,139,1,1
2014,"Austin Seferian-Jenkins","TAM",22,"TE",9,9,38,21,221,2,1
2014,"Kenbrell Thompkins","2TM",26,"",14,7,48,21,262,0,0
2014,"Damien Williams","MIA",22,"RB",16,0,27,21,187,1,0
2014,"Toby Gerhart","JAX",27,"FB/RB/rb",14,7,24,20,186,0,1
2014,"Steven Jackson","ATL",31,"RB",15,15,27,20,148,0,0
2014,"Richard Rodgers","GNB",22,"TE/te",16,5,30,20,225,2,0
2014,"Ben Watson","NOR",34,"TE",16,8,31,20,136,2,0
2014,"Rhett Ellison","MIN",26,"TE",16,13,26,19,208,1,0
2014,"Ladarius Green","SDG",24,"/TE",14,4,25,19,226,0,0
2014,"Derek Hagan","TEN",30,"/WR",16,3,34,19,254,1,0
2014,"Kyle Juszczyk","BAL",23,"FB/RB",16,14,27,19,182,1,3
2014,"Charles Sims","TAM",24,"RB",8,0,27,19,190,0,2
2014,"CJ Spiller","BUF",27,"RB/rb",9,5,22,19,125,1,3
2014,"Travis Benjamin","CLE",25,"WR",16,0,46,18,314,3,2
2014,"Jack Doyle","IND",24,"/TE",16,1,22,18,118,2,0
2014,"Lance Dunbar","DAL",24,"RB",16,0,22,18,217,0,0
2014,"Garrett Graham","HOU",28,"TE",11,9,28,18,197,1,0
2014,"Chris Ivory","NYJ",26,"RB",16,10,27,18,123,1,2
2014,"Marcedes Lewis","JAX",30,"TE",8,8,31,18,206,2,0
2014,"Bruce Miller","SFO",27,"FB/RB",16,8,25,18,189,2,1
2014,"Bishop Sankey","TEN",22,"RB",16,9,23,18,133,0,2
2014,"Zac Stacy","STL",23,"RB/rb",13,5,23,18,152,0,2
2014,"James Starks","GNB",28,"RB",16,0,29,18,140,0,1
2014,"Andre Williams","NYG",22,"RB/rb/WR",16,7,37,18,130,0,1
2014,"Jim Dray","CLE",28,"TE/te",16,8,27,17,242,1,0
2014,"Alfred Morris","WAS",26,"RB",16,16,26,17,155,0,2
2014,"Latavius Murray","OAK",24,"/RB",15,3,23,17,143,0,1
2014,"Brandon Tate","CIN",27,"/WR",16,4,26,17,193,1,2
2014,"Nick Toon","NOR",26,"/WR",8,2,23,17,215,1,1
2014,"Marquess Wilson","CHI",22,"WR/wr",7,6,32,17,140,1,0
2014,"Bryce Brown","BUF",23,"/LS/RB",7,2,25,16,176,0,1
2014,"Knile Davis","KAN",23,"/RB",16,1,25,16,147,1,4
2014,"Daniel Fells","NYG",31,"TE",16,9,20,16,188,4,1
2014,"Tre Mason","STL",21,"RB",12,9,26,16,148,1,2
2014,"Dennis Pitta","BAL",29,"/TE",3,3,21,16,125,0,0
2014,"Dante Rosario","CHI",30,"/FB/TE",16,3,22,16,116,0,1
2014,"Robert Turbin","SEA",25,"/FB/RB",16,3,20,16,186,2,1
2014,"Albert Wilson","KAN",22,"/WR",12,2,28,16,260,0,0
2014,"Donnie Avery","KAN",30,"/WR",6,3,26,15,176,0,1
2014,"Alfred Blue","HOU",23,"RB/rb",16,3,18,15,113,1,0
2014,"Corey Fuller","DET",24,"/WR",16,2,31,14,212,1,1
2014,"Ted Ginn","ARI",29,"WR",16,0,26,14,190,0,3
2014,"Josh Hill","NOR",24,"/TE",16,3,20,14,176,5,0
2014,"Brandon Lloyd","SFO",33,"/WR",14,3,35,14,294,1,0
2014,"Lance Moore","PIT",31,"/WR",14,2,26,14,198,2,0
2014,"Jacob Tamme","DEN",29,"TE",15,0,28,14,109,2,1
2014,"Gary Barnidge","CLE",29,"/TE",13,2,25,13,156,0,0
2014,"Brenton Bersin","CAR",24,"/WR",15,1,20,13,151,1,3
2014,"Doug Martin","TAM",25,"RB",11,11,20,13,64,0,0
2014,"Logan Paulsen","WAS",27,"TE/WR",16,12,16,13,78,1,1
2014,"Antone Smith","ATL",29,"RB",10,0,15,13,222,3,1
2014,"Daniel Thomas","MIA",27,"RB",12,0,19,13,121,0,1
2014,"Justin Brown","PIT",23,"/WR",8,1,21,12,94,0,1
2014,"Vincent Brown","OAK",25,"WR",7,0,21,12,118,0,0
2014,"Cooper Helfet","SEA",25,"/TE",10,2,24,12,185,2,0
2014,"Junior Hemingway","KAN",26,"/WR",14,1,22,12,108,0,0
2014,"Carlos Hyde","SFO",24,"RB",14,0,16,12,68,0,1
2014,"Dontrelle Inman","SDG",25,"WR",7,0,17,12,158,0,0
2014,"Rishard Matthews","MIA",25,"WR",14,0,22,12,135,2,1
2014,"Denarius Moore","OAK",26,"/WR",10,2,27,12,115,0,1
2014,"Austin Pettis","2TM",26,"",9,0,17,12,118,1,0
2014,"Mike Tolbert","CAR",29,"FB/rb",8,6,17,12,93,0,0
2014,"Chris Givens","STL",25,"WR",14,0,20,11,159,1,0
2014,"Frank Gore","SFO",31,"RB",16,16,19,11,111,1,2
2014,"Maurice Jones-Drew","OAK",29,"/RB",12,1,16,11,71,0,1
2014,"Ricardo Lockette","SEA",28,"WR",16,0,15,11,195,2,0
2014,"Bilal Powell","NYJ",26,"/RB",15,1,15,11,92,0,0
2014,"Stepfan Taylor","ARI",23,"/RB",14,4,15,11,79,3,0
2014,"Terrance West","CLE",23,"RB",14,6,13,11,64,1,2
2014,"Darrel Young","WAS",27,"FB/RB",16,10,14,11,81,2,0
2014,"LeGarrette Blount","2TM",28,"",16,1,12,10,54,0,1
2014,"Ed Dickson","CAR",27,"FB/TE/WR",16,10,17,10,115,1,1
2014,"Crockett Gillmore","BAL",23,"/TE",15,1,15,10,121,1,0
2014,"Ryan Griffin","HOU",24,"/TE",16,2,16,10,91,1,0
2014,"Ryan Hewitt","CIN",23,"FB/RB/TE",16,11,15,10,86,0,0
2014,"Peyton Hillis","NYG",28,"RB",9,0,16,10,87,0,0
2014,"Josh Morgan","CHI",29,"WR",14,7,19,10,70,1,0
2014,"Santana Moss","WAS",35,"WR",10,0,15,10,116,0,0
2014,"Brandon Pettigrew","DET",29,"TE",14,9,15,10,70,0,0
2014,"Anthony Sherman","KAN",26,"FB/RB",16,6,14,10,71,1,0
2014,"Eric Weems","ATL",29,"WR",16,0,11,10,102,2,0
2014,"Montee Ball","DEN",24,"/RB",5,3,13,9,62,0,1
2014,"Joe Banyard","MIN",26,"RB",15,0,11,9,62,0,0
2014,"Derek Carrier","SFO",24,"/TE",11,1,14,9,105,0,1
2014,"Isaiah Crowell","CLE",21,"/RB",16,4,14,9,87,0,3
2014,"Patrick DiMarco","ATL",25,"FB/RB",16,7,14,9,62,1,0
2014,"Gavin Escobar","DAL",23,"/TE",16,1,13,9,105,4,0
2014,"MarQueis Gray","2TM",25,"",13,5,11,9,134,0,0
2014,"Rob Housler","ARI",26,"TE",15,7,17,9,129,0,1
2014,"AJ Jenkins","KAN",25,"/WR",9,2,15,9,93,0,1
2014,"Jacoby Jones","BAL",30,"WR",16,0,18,9,131,0,4
2014,"Erik Lorig","NOR",28,"FB/rb",10,6,10,9,27,1,1
2014,"Ryan Mathews","SDG",27,"RB/rb",6,6,10,9,69,0,1
2014,"Kevin Norwood","SEA",25,"/WR",9,2,10,9,102,0,0
2014,"Dane Sanzenbacher","CIN",26,"/WR",10,1,15,9,105,0,1
2014,"Rod Streater","OAK",26,"/WR",3,3,13,9,84,1,0
2014,"Ben Tate","2TM",26,"",11,6,12,9,60,0,0
2014,"Anthony Dixon","BUF",27,"RB",16,0,9,8,49,0,1
2014,"Cory Harkey","STL",24,"FB/RB/TE",16,13,11,8,55,1,0
2014,"Santonio Holmes","CHI",30,"/WR",9,2,14,8,67,0,1
2014,"Josh Huff","PHI",23,"WR",12,0,18,8,98,0,1
2014,"Robert Hughes","ARI",25,"/FB/RB",16,4,12,8,140,0,0
2014,"Tony Moeaki","SEA",27,"/TE",6,2,13,8,134,1,0
2014,"David Nelson","NYJ",28,"WR/wr",6,5,16,8,65,0,2
2014,"Silas Redd","WAS",22,"RB",15,0,10,8,107,0,1
2014,"Khiry Robinson","NOR",25,"/RB",10,3,11,8,63,0,2
2014,"Greg Salas","NYJ",26,"/WR",10,2,23,8,167,0,0
2014,"Lorenzo Taliaferro","BAL",23,"RB",13,0,10,8,114,0,1
2014,"Adam Thielen","MIN",24,"/WR",16,2,13,8,137,1,0
2014,"Mike Williams","BUF",27,"WR",9,0,19,8,142,1,0
2014,"Dri Archer","PIT",23,"RB/WR",12,0,10,7,23,0,0
2014,"Mike Brown","JAX",25,"/WR",5,1,15,7,88,0,1
2014,"Rex Burkhead","CIN",24,"RB",9,0,10,7,49,0,0
2014,"Michael Campanaro","BAL",23,"WR",4,0,9,7,102,1,0
2014,"Chris Gragg","BUF",24,"TE/te/WR",10,5,10,7,48,1,0
2014,"Ryan Grant","WAS",24,"/WR",16,2,15,7,68,0,0
2014,"Marion Grice","ARI",23,"RB",10,0,11,7,29,0,0
2014,"Dwayne Harris","DAL",27,"WR",16,0,12,7,116,0,4
2014,"Robert Meachem","NOR",30,"/WR",11,2,20,7,114,0,0
2014,"Lee Smith","BUF",27,"TE",14,10,8,7,42,1,0
2014,"Luke Stocker","TAM",26,"DL/RB/TE/WR",13,7,11,7,41,0,0
2014,"Will Taufoou","JAX",28,"/FB",16,4,8,7,81,0,0
2014,"Chase Coffman","TEN",28,"/TE",13,3,14,6,64,1,0
2014,"James Develin","NWE",26,"/FB/RB",16,4,8,6,43,0,1
2014,"Kris Durham","TEN",26,"WR",4,0,11,6,54,0,0
2014,"Bruce Ellington","SFO",23,"WR",13,0,12,6,62,2,1
2014,"Joseph Fauria","DET",24,"TE",7,0,12,6,74,1,0
2014,"Virgil Green","DEN",26,"TE",13,9,6,6,74,1,0
2014,"Jonathan Grimes","HOU",25,"RB",16,0,8,6,86,0,0
2014,"Robert Herron","TAM",22,"WR",8,0,12,6,58,1,0
2014,"Jerrel Jernigan","NYG",25,"/WR",2,1,9,6,40,0,0
2014,"Will Johnson","PIT",25,"FB/rb",16,5,9,6,41,0,0
2014,"Brian Leonhardt","OAK",24,"/TE",12,3,8,6,35,1,0
2014,"Greg Little","CIN",25,"/WR",6,1,12,6,69,0,0
2014,"Keshawn Martin","HOU",24,"WR",16,0,12,6,78,0,0
2014,"Joe McKnight","KAN",26,"RB",2,0,7,6,64,2,0
2014,"Zach Miller","SEA",29,"/TE",3,3,7,6,76,0,0
2014,"Chris Owusu","2TM",24,"",8,0,6,6,78,1,0
2014,"Ace Sanders","JAX",23,"WR",12,0,7,6,55,0,2
2014,"Chris Thompson","WAS",24,"RB",2,0,7,6,27,1,0
2014,"Zurlon Tipton","IND",24,"RB",6,0,6,6,68,1,0
2014,"Bryan Walters","SEA",27,"WR",13,0,11,6,57,0,0
2014,"Jackie Battle","TEN",31,"/FB/RB",16,1,5,5,28,0,0
2014,"Kevin Brock","CIN",28,"/TE",14,2,6,5,21,0,0
2014,"Ronnie Brown","2TM",33,"",10,0,8,5,44,0,0
2014,"Andre Caldwell","DEN",29,"/WR",16,2,15,5,47,0,0
2014,"KaDeem Carey","CHI",22,"RB",14,0,6,5,57,0,0
2014,"Jed Collins","DET",28,"/FB",16,2,6,5,39,1,0
2014,"Orleans Darkwa","2TM",22,"",11,0,6,5,48,0,0
2014,"Darren Fells","ARI",28,"TE/te",10,5,12,5,71,0,0
2014,"Jeff Maehl","PHI",25,"WR",8,0,5,5,46,0,0
2014,"Kevin Ogletree","NYG",27,"WR",7,0,9,5,50,0,0
2014,"Jamize Olawale","OAK",25,"FB",16,0,6,5,18,2,0
2014,"Darrin Reaves","CAR",21,"/RB",6,1,8,5,31,0,0
2014,"Adrien Robinson","NYG",26,"/TE",16,1,7,5,50,1,0
2014,"Zach Sudfeld","NYJ",25,"/FB/TE",16,3,7,5,85,0,0
2014,"Frank Summers","BUF",29,"FB/RB",10,6,8,5,9,0,0
2014,"Brian Tyms","NWE",25,"/WR",11,2,11,5,82,1,0
2014,"Corey Washington","NYG",23,"WR",14,0,8,5,52,1,0
2014,"James White","NWE",22,"RB",3,0,5,5,23,0,0
2014,"Fozzy Whittaker","CAR",25,"/RB",10,1,6,5,60,1,0
2014,"DeAngelo Williams","CAR",31,"RB/rb",6,6,6,5,44,0,1
2014,"Danny Woodhead","SDG",29,"RB",3,0,6,5,34,0,0
2014,"James Wright","CIN",23,"WR",11,0,16,5,91,0,0
2014,"Seyi Ajirotutu","SDG",27,"/WR",16,1,12,4,45,0,0
2014,"CJ Fiedorowicz","HOU",23,"TE/te",15,8,7,4,28,1,0
2014,"Frankie Hammond","KAN",24,"/WR",16,3,11,4,45,0,0
2014,"James Hanna","DAL",25,"TE",16,12,6,4,48,0,0
2014,"John Kuhn","GNB",32,"/FB",16,2,4,4,23,0,0
2014,"Joe Morgan","NOR",26,"/WR",5,2,10,4,92,0,0
2014,"Joseph Randle","DAL",23,"RB",16,0,5,4,23,0,2
2014,"Stevan Ridley","NWE",25,"RB/rb",6,5,5,4,20,0,0
2014,"Russell Shepard","TAM",24,"WR",16,0,8,4,63,0,0
2014,"Juwan Thompson","DEN",22,"RB",15,0,7,4,25,0,1
2014,"Brandon Williams","CAR",27,"TE",14,0,8,4,44,0,0
2014,"Ray Agnew","CLE",23,"FB/RB",12,9,9,3,15,0,0
2014,"Jarrett Boykin","GNB",25,"/WR",13,3,12,3,23,0,0
2014,"James Casey","PHI",30,"/TE",16,2,3,3,59,2,0
2014,"Aaron Dobson","NWE",23,"/WR",4,1,5,3,38,0,0
2014,"Tyler Eifert","CIN",24,"/TE",1,1,3,3,37,0,0
2014,"TJ Graham","NYJ",25,"WR",12,0,8,3,87,1,0
2014,"Demetrius Harris","KAN",23,"/TE",8,3,5,3,20,0,0
2014,"Darrius Heyward-Bey","PIT",27,"/WR",16,1,5,3,33,0,1
2014,"Michael Hoomanawanui","NWE",26,"TE",16,12,6,3,44,0,0
2014,"Gator Hoskins","2TM",23,"",15,0,4,3,21,0,0
2014,"Troy Niklas","ARI",22,"/TE",7,2,3,3,38,0,0
2014,"Quinton Patton","SFO",24,"QB/WR",4,0,8,3,44,0,1
2014,"Cedric Peerman","CIN",28,"RB",16,0,5,3,27,0,1
2014,"Alfonso Smith","SFO",27,"RB",6,0,4,3,11,0,0
2014,"Matt Spaeth","PIT",31,"TE/WR",15,8,4,3,46,1,0
2014,"Phillip Supernaw","2TM",24,"",8,1,3,3,30,0,0
2014,"Fitzgerald Toussaint","BAL",24,"RB",4,0,6,3,27,0,0
2014,"JJ Watt","HOU",25,"DE/LDE",16,16,3,3,4,3,0
2014,"Trey Watts","STL",23,"RB",14,0,4,3,18,0,0
2014,"Antonio Andrews","TEN",22,"RB",4,0,2,2,11,0,0
2014,"David Ausberry","OAK",27,"TE",6,0,4,2,14,0,0
2014,"Tommy Bohanon","NYJ",24,"/FB",4,2,2,2,30,0,0
2014,"Brandon Bolden","NWE",24,"/RB",16,2,6,2,8,0,0
2014,"Brandon Bostick","GNB",25,"TE",13,0,4,2,3,1,0
2014,"Ryan Broyles","DET",26,"WR",5,0,5,2,25,0,0
2014,"Garrett Celek","SFO",26,"/TE",3,1,2,2,53,0,0
2014,"Derrick Coleman","SEA",24,"/FB",5,1,2,2,29,1,0
2014,"John Conner","NYJ",27,"/FB",12,3,3,2,35,1,0
2014,"Michael Cox","NYG",26,"RB",4,0,3,2,9,0,0
2014,"Jonathan Dwyer","ARI",25,"RB",2,0,3,2,8,0,0
2014,"Gabe Jackson","OAK",23,"G/LG",13,12,2,2,-5,0,0
2014,"Nic Jacobs","JAX",23,"/TE",13,4,3,2,16,1,0
2014,"Jeff Janis","GNB",23,"WR",3,0,2,2,16,0,0
2014,"Austin Johnson","NOR",25,"/FB",7,1,2,2,15,1,0
2014,"Tavarres King","2TM",24,"",2,0,3,2,13,0,0
2014,"Cody Latimer","DEN",22,"WR",8,0,4,2,23,0,0
2014,"Vance McDonald","SFO",24,"/TE",8,4,8,2,30,0,1
2014,"Bear Pascoe","ATL",28,"/TE",16,2,2,2,3,1,0
2014,"Adrian Peterson","MIN",29,"/RB",1,1,3,2,18,0,0
2014,"Bernard Pierce","BAL",23,"/RB",13,2,6,2,13,0,1
2014,"Chris Polk","PHI",25,"RB",14,0,3,2,16,0,1
2014,"Craig Stevens","TEN",30,"/TE",5,4,2,2,26,0,0
2014,"Devin Street","DAL",23,"WR",16,0,7,2,18,0,0
2014,"Taylor Thompson","TEN",25,"/TE",3,1,4,2,24,0,0
2014,"Griff Whalen","IND",24,"WR",10,0,3,2,23,0,2
2014,"Kerwynn Williams","ARI",23,"RB",5,0,6,2,11,0,1
2014,"Isa Abdul-Quddus","DET",25,"/DB/S/SS",16,4,1,1,3,0,0
2014,"Khalif Barnes","OAK",32,"LG/rt/T",14,13,1,1,1,0,1
2014,"Antwon Blake","PIT",24,"/CB/LCB",16,1,1,1,25,0,0
2014,"Cameron Brate","TAM",23,"/TE",5,1,1,1,17,0,0
2014,"Drew Brees","NOR",35,"QB",16,16,1,1,1,0,7
2014,"Anthony Castonzo","IND",26,"LT/T",16,16,1,1,1,1,0
2014,"Tyler Clutts","DAL",30,"/FB",16,1,1,1,1,0,0
2014,"Josh Cribbs","IND",31,"KR/RB/WR",6,0,1,1,8,0,3
2014,"Andy Dalton","CIN",27,"QB",16,16,1,1,18,1,4
2014,"Kevin Dorsey","GNB",24,"WR",3,0,2,1,4,0,0
2014,"Marquise Goodwin","BUF",24,"WR",10,0,9,1,42,0,1
2014,"Jonas Gray","NWE",24,"/RB",8,3,3,1,7,0,0
2014,"Shonn Greene","TEN",29,"RB/rb",13,5,3,1,13,0,1
2014,"DuJuan Harris","GNB",26,"RB",15,0,2,1,11,0,0
2014,"Shaun Hill","STL",34,"QB/qb",9,8,1,1,0,0,7
2014,"Mike James","TAM",23,"RB",11,0,1,1,-5,0,0
2014,"Marcel Jensen","JAX",24,"TE",1,0,1,1,8,0,0
2014,"David Johnson","SDG",27,"/TE",14,2,NA,1,4,0,0
2014,"Storm Johnson","JAX",22,"/RB",6,1,1,1,-4,0,0
2014,"Karl Klug","TEN",26,"DE/DL",16,0,1,1,9,0,0
2014,"Jorvorskie Lane","TAM",27,"/FB/RB",9,4,1,1,3,0,0
2014,"Brian Leonard","NOR",30,"RB",1,0,1,1,15,0,0
2014,"Christine Michael","SEA",24,"RB",10,0,2,1,12,0,1
2014,"Knowshon Moreno","MIA",27,"RB",3,0,1,1,8,0,0
2014,"Michael Palmer","PIT",26,"/TE",15,1,2,1,1,1,0
2014,"Donald Penn","OAK",31,"LT/T",16,16,1,1,3,1,0
2014,"Senorise Perry","CHI",23,"RB",16,0,1,1,-1,0,0
2014,"John Phillips","SDG",27,"/TE",16,1,1,1,1,1,0
2014,"DeVier Posey","HOU",24,"/WR",1,1,1,1,30,0,0
2014,"Maurkice Pouncey","PIT",25,"C",16,16,1,1,0,0,0
2014,"Jay Prosch","HOU",22,"FB/RB",16,5,4,1,24,0,0
2014,"Aldrick Robinson","2TM",26,"",7,0,NA,1,6,0,0
2014,"Courtney Roby","ATL",31,"WR",4,0,2,1,11,0,0
2014,"Jalen Saunders","4TM",22,"",15,0,1,1,7,0,2
2014,"Brian Schwenke","TEN",23,"C",11,11,1,1,6,0,1
2014,"Brad Smith","PHI",31,"WR",13,0,3,1,11,0,0
2014,"Micheal Spurlock","CHI",31,"WR",1,0,3,1,8,0,0
2014,"Ryan Tannehill","MIA",26,"QB",16,16,1,1,-4,0,10
2014,"Will Tukuafu","SEA",30,"/FB",9,2,2,1,4,0,0
2014,"Joe Webb","CAR",28,"QB",7,0,3,1,16,0,0
2014,"Damian Williams","2TM",26,"",3,0,1,1,14,0,0
2014,"Russell Wilson","SEA",26,"QB",16,16,1,1,17,0,13
2013,"Pierre Garcon","WAS",27,"WR",16,16,181,113,1346,5,1
2013,"Antonio Brown","PIT",25,"WR",16,14,167,110,1499,8,1
2013,"Andre Johnson","HOU",32,"WR",16,16,181,109,1407,5,0
2013,"Julian Edelman","NWE",27,"WR",16,11,151,105,1056,6,6
2013,"Brandon Marshall","CHI",29,"WR",16,16,164,100,1295,12,0
2013,"AJ Green","CIN",25,"WR",16,16,178,98,1426,11,1
2013,"Kendall Wright","TEN",24,"WR",16,12,139,94,1079,2,2
2013,"Dez Bryant","DAL",25,"WR",16,16,159,93,1233,13,3
2013,"Demaryius Thomas","DEN",26,"WR",16,16,142,92,1430,14,2
2013,"Alshon Jeffery","CHI",23,"WR",16,14,148,89,1421,7,3
2013,"Eric Decker","DEN",26,"WR",16,16,136,87,1288,11,2
2013,"Josh Gordon","CLE",22,"WR",14,14,159,87,1646,9,0
2013,"Jimmy Graham","NOR",27,"TE/WR",16,12,142,86,1215,16,0
2013,"Anquan Boldin","SFO",33,"WR",16,16,129,85,1179,7,0
2013,"Harry Douglas","ATL",29,"WR",16,11,132,85,1067,2,3
2013,"Jordy Nelson","GNB",28,"WR",16,16,127,85,1314,8,0
2013,"Calvin Johnson","DET",28,"WR",14,14,156,84,1492,12,1
2013,"Tony Gonzalez","ATL",37,"TE",16,16,121,83,859,8,0
2013,"Larry Fitzgerald","ARI",30,"WR",16,16,135,82,954,10,1
2013,"TY Hilton","IND",24,"WR",16,10,139,82,1083,5,1
2013,"DeSean Jackson","PHI",27,"WR",16,16,126,82,1332,9,1
2013,"Jordan Cameron","CLE",25,"TE",15,14,118,80,917,7,1
2013,"Vincent Jackson","TAM",30,"WR",16,16,160,78,1224,7,1
2013,"Antonio Gates","SDG",33,"TE",16,15,114,77,872,4,2
2013,"Pierre Thomas","NOR",29,"RB",16,9,84,77,513,3,2
2013,"Brian Hartline","MIA",27,"WR",16,15,133,76,1016,4,0
2013,"Danny Woodhead","SDG",28,"/RB",16,2,88,76,605,6,2
2013,"Marques Colston","NOR",30,"WR",15,11,111,75,943,5,0
2013,"Matt Forte","CHI",28,"RB",16,16,95,74,594,3,2
2013,"Victor Cruz","NYG",27,"WR",14,12,122,73,998,4,1
2013,"Greg Olsen","CAR",28,"TE",16,16,111,73,816,6,0
2013,"Mike Wallace","MIA",27,"WR",16,16,141,73,930,5,0
2013,"Wes Welker","DEN",32,"WR",13,13,111,73,778,10,1
2013,"Jason Witten","DAL",31,"TE",16,16,111,73,851,8,0
2013,"Keenan Allen","SDG",21,"WR",15,14,105,71,1046,8,2
2013,"Darren Sproles","NOR",30,"RB/rb",15,4,89,71,604,2,2
2013,"Jamaal Charles","KAN",27,"RB",15,15,104,70,693,7,4
2013,"Charles Clay","MIA",24,"FB/TE",16,15,102,69,759,6,0
2013,"Greg Jennings","MIN",30,"WR",15,15,106,68,804,4,0
2013,"Emmanuel Sanders","PIT",26,"WR",16,10,113,67,740,6,1
2013,"Cecil Shorts","JAX",26,"WR",13,13,123,66,777,3,0
2013,"Martellus Bennett","CHI",26,"TE",16,15,94,65,759,5,1
2013,"Michael Floyd","ARI",24,"WR",16,16,113,65,1041,5,0
2013,"Torrey Smith","BAL",24,"WR",16,16,137,65,1128,4,1
2013,"Julius Thomas","DEN",25,"TE",14,14,90,65,788,12,1
2013,"Steve Smith","CAR",34,"WR",15,15,110,64,745,4,0
2013,"Golden Tate","SEA",25,"WR",16,13,99,64,898,5,3
2013,"Roddy White","ATL",32,"WR",13,13,97,63,711,3,2
2013,"Knowshon Moreno","DEN",26,"RB",16,15,74,60,548,3,2
2013,"Rod Streater","OAK",25,"WR",16,14,100,60,888,4,1
2013,"Delanie Walker","TEN",29,"TE",15,11,86,60,571,6,1
2013,"James Jones","GNB",29,"WR",14,14,93,59,817,3,2
2013,"Heath Miller","PIT",31,"TE",14,14,79,58,593,1,1
2013,"Ray Rice","BAL",26,"RB",15,15,72,58,321,0,2
2013,"Nate Washington","TEN",30,"WR",16,15,105,58,919,3,0
