"season","player","team","age","position","games","games_started","targets","catches","yards","tds","fumbles"
2019,"Michael Thomas","NOR",26,"WR",16,15,185,149,1725,9,1
2019,"Christian McCaffrey","CAR",23,"RB",16,16,142,116,1005,4,1
2019,"Keenan Allen","LAC",27,"WR",16,16,149,104,1199,6,0
2019,"DeAndre Hopkins","HOU",27,"WR",15,15,150,104,1165,7,0
2019,"Julian Edelman","NWE",33,"WR",16,13,153,100,1117,6,3
2019,"Julio Jones","ATL",30,"WR",15,15,157,99,1394,6,1
2019,"Allen Robinson","CHI",26,"WR",16,15,154,98,1147,7,0
2019,"Travis Kelce","KAN",30,"TE",16,16,136,97,1229,5,1
2019,"Cooper Kupp","LAR",26,"WR",16,14,134,94,1161,10,3
2019,"Austin Ekeler","LAC",24,"RB",16,8,108,92,993,8,3
2019,"Tyler Boyd","CIN",25,"WR",16,15,148,90,1046,5,2
2019,"Darren Waller","OAK",27,"TE",16,16,117,90,1145,3,1
2019,"Robert Woods","LAR",27,"WR",15,15,139,90,1134,2,0
2019,"Zach Ertz","PHI",29,"TE",15,15,135,88,916,6,1
2019,"DJ Moore","CAR",22,"WR",15,15,135,87,1175,4,2
2019,"Chris Godwin","TAM",23,"WR",14,14,121,86,1333,9,0
2019,"George Kittle","SFO",26,"TE",14,14,107,85,1053,5,1
2019,"Davante Adams","GNB",27,"WR",12,12,127,83,997,5,2
2019,"Jarvis Landry","CLE",27,"WR",16,16,138,83,1174,6,0
2019,"Tyler Lockett","SEA",27,"WR",16,16,110,82,1057,8,1
2019,"Alvin Kamara","NOR",24,"RB",14,9,97,81,533,1,4
2019,"Tarik Cohen","CHI",24,"RB",16,11,104,79,456,3,3
2019,"Amari Cooper","DAL",25,"WR",16,16,119,79,1189,8,0
2019,"Jamison Crowder","NYJ",26,"WR",16,12,122,78,833,6,0
2019,"Leonard Fournette","JAX",24,"RB",15,15,100,76,522,0,1
2019,"Larry Fitzgerald","ARI",36,"WR",16,16,109,75,804,4,1
2019,"Austin Hooper","ATL",25,"TE",13,10,97,75,787,6,0
2019,"Odell Beckham","CLE",27,"WR",16,15,133,74,1035,4,1
2019,"DJ Chark","JAX",23,"WR",15,14,118,73,1008,8,0
2019,"John Brown","BUF",29,"WR",15,15,115,72,1060,6,0
2019,"DeVante Parker","MIA",26,"WR",16,14,128,72,1202,9,0
2019,"Courtland Sutton","DEN",24,"WR",16,14,124,72,1112,6,2
2019,"James White","NWE",27,"RB/rb",15,1,95,72,645,5,1
2019,"Tyler Higbee","LAR",26,"TE",15,15,89,69,734,3,0
2019,"Christian Kirk","ARI",23,"WR",13,13,108,68,709,3,0
2019,"Cole Beasley","BUF",30,"WR",15,10,106,67,778,6,0
2019,"Mike Evans","TAM",26,"WR",13,13,118,67,1157,8,0
2019,"LeVeon Bell","NYJ",27,"RB",15,15,78,66,461,1,1
2019,"Michael Gallup","DAL",23,"WR",14,12,113,66,1107,6,0
2019,"Emmanuel Sanders","2TM",32,"",17,16,97,66,869,5,0
2019,"Dede Westbrook","JAX",26,"WR",15,11,101,66,660,3,1
2019,"Kenny Golladay","DET",26,"WR",16,16,116,65,1190,11,1
2019,"Mark Andrews","BAL",23,"TE/te",15,4,98,64,852,10,2
2019,"Stefon Diggs","MIN",26,"WR",15,15,94,63,1130,6,4
2019,"Calvin Ridley","ATL",25,"WR",13,10,93,63,866,7,0
2019,"Jason Witten","DAL",37,"TE",16,16,83,63,529,4,1
2019,"Danny Amendola","DET",34,"WR",15,10,97,62,678,1,0
2019,"Marvin Jones","DET",29,"WR",13,11,91,62,779,9,0
2019,"Devonta Freeman","ATL",27,"RB",14,14,70,59,410,4,3
2019,"Diontae Johnson","PIT",23,"WR",16,12,92,59,680,5,5
2019,"Mohamed Sanu","2TM",30,"",15,12,89,59,520,2,0
2019,"Dallas Goedert","PHI",24,"TE",15,9,87,58,607,5,2
2019,"Tyreek Hill","KAN",25,"WR",12,12,89,58,860,7,0
2019,"Terry McLaurin","WAS",24,"WR",14,14,93,58,919,7,0
2019,"DK Metcalf","SEA",22,"WR",16,15,100,58,900,7,3
2019,"Deebo Samuel","SFO",23,"WR",15,11,81,57,802,3,2
2019,"Sterling Shepard","NYG",26,"WR",10,10,83,57,576,3,0
2019,"Randall Cobb","DAL",29,"WR/wr",15,6,83,55,828,3,2
2019,"Hunter Henry","LAC",25,"TE",12,12,76,55,652,5,1
2019,"Ezekiel Elliott","DAL",24,"RB",16,16,71,54,420,2,3
2019,"Curtis Samuel","CAR",23,"WR",16,15,105,54,627,6,0
2019,"Dalvin Cook","MIN",24,"RB",14,14,63,53,519,0,4
2019,"Robby Anderson","NYJ",26,"WR",16,15,96,52,779,5,1
2019,"Saquon Barkley","NYG",22,"RB",13,13,73,52,438,2,1
2019,"AJ Brown","TEN",22,"WR",16,11,84,52,1051,8,1
2019,"Anthony Miller","CHI",25,"WR/wr",16,7,85,52,656,2,1
2019,"Greg Olsen","CAR",34,"TE",14,14,82,52,597,2,0
2019,"Sammy Watkins","KAN",26,"WR",14,13,90,52,673,3,2
2019,"Mike Gesicki","MIA",24,"TE/te",16,5,89,51,570,5,1
2019,"Kenyan Drake","2TM",25,"",14,10,68,50,345,0,2
2019,"Miles Sanders","PHI",22,"RB",16,11,63,50,509,3,2
2019,"Will Fuller","HOU",25,"WR",11,11,71,49,670,3,1
2019,"Russell Gage","ATL",23,"WR/wr",16,4,74,49,446,1,1
2019,"Aaron Jones","GNB",25,"RB",16,16,68,49,474,3,3
2019,"Hunter Renfrow","OAK",24,"WR/wr",13,4,71,49,605,4,1
2019,"Golden Tate","NYG",31,"WR",11,10,85,49,676,6,1
2019,"Mike Williams","LAC",25,"WR",15,15,90,49,1001,2,0
2019,"Darius Slayton","NYG",22,"WR",14,9,84,48,740,8,0
2019,"Chris Conley","JAX",27,"WR",16,14,90,47,775,5,0
2019,"Jaylen Samuels","PIT",23,"RB/rb",14,4,57,47,305,1,1
2019,"Marquise Brown","BAL",22,"WR",14,11,71,46,584,7,0
2019,"TY Hilton","IND",30,"WR",10,10,68,45,501,5,0
2019,"Evan Engram","NYG",25,"TE/te",8,6,68,44,467,3,0
2019,"Nyheim Hines","IND",23,"RB/rb",16,2,58,44,320,0,1
2019,"Duke Johnson","HOU",26,"RB/rb",16,2,62,44,410,3,1
2019,"James Washington","PIT",23,"WR",15,10,80,44,735,3,1
2019,"Jared Cook","NOR",32,"TE/te",14,7,65,43,705,9,0
2019,"Corey Davis","TEN",24,"WR",15,11,69,43,601,2,1
2019,"Jack Doyle","IND",29,"TE",16,16,72,43,448,4,1
2019,"Tyler Eifert","CIN",29,"TE/te",16,4,63,43,436,3,0
2019,"Alex Erickson","CIN",27,"WR/wr",16,6,78,43,529,0,4
2019,"Royce Freeman","DEN",23,"RB",16,0,50,43,256,1,0
2019,"Alshon Jeffery","PHI",29,"WR",10,10,73,43,490,4,0
2019,"Albert Wilson","MIA",27,"WR/wr",13,4,62,43,351,1,0
2019,"Brandin Cooks","LAR",26,"WR",14,14,72,42,583,2,0
2019,"Melvin Gordon","LAC",26,"RB",12,11,55,42,296,1,4
2019,"JuJu Smith-Schuster","PIT",23,"WR",12,12,70,42,552,3,1
2019,"Chris Thompson","WAS",29,"RB",11,0,58,42,378,0,1
2019,"Tyrell Williams","OAK",27,"WR",14,12,64,42,651,6,0
2019,"Jacob Hollister","SEA",26,"TE/te",11,3,59,41,349,3,0
2019,"Zach Pascal","IND",25,"WR",16,13,72,41,607,5,0
2019,"Noah Fant","DEN",22,"TE",16,11,66,40,562,3,1
2019,"Kenny Stills","HOU",27,"WR/wr",13,5,55,40,561,4,0
2019,"Auden Tate","CIN",22,"WR",12,10,80,40,575,1,1
2019,"Nelson Agholor","PHI",26,"WR",11,10,69,39,363,3,2
2019,"Kyle Rudolph","MIN",30,"TE",16,16,48,39,367,6,0
2019,"Jamaal Williams","GNB",24,"RB/rb",14,2,45,39,253,5,0
2019,"Jimmy Graham","GNB",33,"TE",16,10,60,38,447,3,1
2019,"Vance McDonald","PIT",29,"TE",14,14,55,38,273,3,1
2019,"Chris Carson","SEA",25,"RB",15,15,47,37,266,2,7
2019,"Gerald Everett","LAR",25,"TE/te",13,2,60,37,408,2,0
2019,"Adam Humphries","TEN",26,"WR/wr",12,3,47,37,374,2,1
2019,"Kareem Hunt","CLE",24,"RB/rb",8,3,44,37,285,1,1
2019,"Jordan Akins","HOU",27,"TE",16,9,55,36,418,2,0
2019,"Cameron Brate","TAM",28,"TE/te",16,6,55,36,311,4,0
2019,"Nick Chubb","CLE",24,"RB",16,16,49,36,278,0,3
2019,"David Johnson","ARI",28,"RB",13,9,47,36,370,4,1
2019,"Breshad Perriman","TAM",26,"WR/wr",14,4,69,36,645,6,0
2019,"Jalen Richard","OAK",26,"RB",16,0,43,36,323,0,2
2019,"Irv Smith","MIN",21,"TE/te",16,7,47,36,311,2,1
2019,"Demaryius Thomas","NYJ",32,"WR",11,10,58,36,433,1,0
2019,"DeAndre Washington","OAK",26,"RB/rb",16,3,41,36,292,0,0
2019,"Allen Lazard","GNB",24,"WR/wr",16,3,52,35,477,3,0
2019,"Phillip Lindsay","DEN",25,"RB",16,16,48,35,196,0,0
2019,"Joe Mixon","CIN",23,"RB",16,15,45,35,287,3,0
2019,"Dare Ogunbowale","TAM",25,"RB",16,0,46,35,286,0,2
2019,"Jonnu Smith","TEN",24,"TE",16,14,44,35,439,3,0
2019,"Geronimo Allison","GNB",25,"WR/wr",16,6,55,34,287,2,2
2019,"James Conner","PIT",24,"RB",10,10,38,34,251,3,1
2019,"Darren Fells","HOU",33,"TE",16,14,48,34,341,7,0
2019,"Ryan Griffin","NYJ",29,"TE",13,13,41,34,320,5,0
2019,"OJ Howard","TAM",25,"TE",14,14,53,34,459,1,1
2019,"JD McKissic","DET",26,"RB/rb",16,3,42,34,233,1,0
2019,"Latavius Murray","NOR",29,"RB",16,8,43,34,235,1,0
2019,"Steven Sims","WAS",22,"WR/wr",16,2,56,34,310,4,1
2019,"Damiere Byrd","ARI",26,"WR/wr",11,3,46,32,359,1,1
2019,"TJ Hockenson","DET",22,"TE/te",12,7,59,32,367,2,0
2019,"Allen Hurns","MIA",28,"WR/wr",14,7,47,32,416,2,1
2019,"Demarcus Robinson","KAN",25,"WR",16,10,55,32,449,4,0
2019,"Preston Williams","MIA",22,"WR/wr",8,7,60,32,428,3,2
2019,"Nick Boyle","BAL",26,"TE",16,15,43,31,321,2,0
2019,"Eric Ebron","IND",26,"TE/te",11,2,52,31,375,3,0
2019,"Todd Gurley","LAR",25,"RB",15,15,49,31,207,2,3
2019,"Blake Jarwin","DAL",25,"TE/te",16,7,41,31,365,3,1
2019,"Olabisi Johnson","MIN",22,"WR/wr",16,6,45,31,294,3,0
2019,"Ronald Jones","TAM",22,"RB",16,9,40,31,309,0,3
2019,"Kaden Smith","NYG",22,"TE/te",9,6,42,31,268,3,2
2019,"Willie Snead","BAL",27,"WR",16,11,46,31,339,5,0
2019,"Giovani Bernard","CIN",28,"RB/rb",16,2,43,30,234,0,2
2019,"Kendrick Bourne","SFO",24,"WR",16,0,44,30,358,5,0
2019,"Ted Ginn","NOR",34,"WR",16,9,56,30,421,2,0
2019,"Kelvin Harmon","WAS",23,"WR",16,8,44,30,365,0,0
2019,"Hayden Hurst","BAL",26,"TE/te",16,4,39,30,349,2,0
2019,"Adam Thielen","MIN",29,"WR",10,10,48,30,418,6,0
2019,"Damien Williams","KAN",27,"RB/rb",11,6,37,30,213,2,1
2019,"Phillip Dorsett","NWE",26,"WR/wr",14,4,54,29,397,5,0
2019,"Taylor Gabriel","CHI",28,"WR/wr",9,7,48,29,353,4,0
2019,"Devin Singletary","BUF",22,"RB",12,8,41,29,194,2,4
2019,"DaeSean Hamilton","DEN",24,"WR/wr",16,2,52,28,297,1,0
2019,"Dawson Knox","BUF",23,"TE",15,11,50,28,388,2,0
2019,"LeSean McCoy","KAN",31,"RB",13,9,34,28,181,1,3
2019,"Paul Richardson","WAS",27,"WR/wr",10,6,42,28,245,2,0
2019,"John Ross","CIN",25,"WR",8,8,56,28,506,3,1
2019,"Greg Ward","PHI",24,"WR/wr",7,3,40,28,254,1,0
2019,"Jarius Wright","CAR",30,"WR",16,9,58,28,296,0,0
2019,"Rex Burkhead","NWE",29,"RB/rb",13,1,38,27,279,0,1
2019,"Josh Gordon","2TM",28,"",11,7,47,27,426,1,0
2019,"Zay Jones","2TM",24,"",15,9,45,27,216,0,0
2019,"Isaiah McKenzie","BUF",24,"WR",15,8,39,27,254,1,0
2019,"CJ Uzomah","CIN",26,"TE",16,16,40,27,242,2,0
2019,"Mecole Hardman","KAN",21,"WR/wr",16,5,41,26,538,6,2
2019,"Mark Ingram","BAL",30,"RB",15,15,29,26,247,5,2
2019,"Jakobi Meyers","NWE",23,"WR/wr",15,1,41,26,359,0,0
2019,"Trey Quinn","WAS",24,"WR/wr",12,6,47,26,198,1,1
2019,"Jeremy Sprinkle","WAS",25,"TE",16,13,40,26,241,1,1
2019,"Marquez Valdes-Scantling","GNB",25,"WR",16,10,56,26,452,2,0
2019,"Pharoh Cooper","2TM",24,"",13,1,33,25,243,1,0
2019,"Josh Hill","NOR",29,"TE",16,11,35,25,226,3,0
2019,"Dion Lewis","TEN",29,"RB/rb",16,1,32,25,164,1,1
2019,"David Montgomery","CHI",22,"RB",16,8,35,25,185,1,2
2019,"Tajae Sharpe","TEN",25,"WR/wr",15,6,35,25,329,4,0
2019,"Keelan Cole","JAX",26,"WR/wr",16,1,35,24,361,3,0
2019,"Ty Johnson","DET",22,"RB/rb",16,1,31,24,109,0,1
2019,"Cody Latimer","NYG",27,"WR",15,10,42,24,300,2,0
2019,"Boston Scott","PHI",24,"RB/rb",11,2,26,24,204,0,4
2019,"Will Dissly","SEA",23,"TE/te",6,6,27,23,262,4,1
2019,"Isaiah Ford","MIA",23,"WR",8,0,35,23,244,0,0
2019,"Bennie Fowler","NYG",28,"WR/wr",8,2,36,23,193,0,0
2019,"Patrick Laird","MIA",24,"RB/rb",15,4,30,23,204,0,0
2019,"Keke Coutee","HOU",22,"WR/wr",9,4,36,22,254,0,1
2019,"Tevin Coleman","SFO",26,"RB",14,11,30,21,180,1,0
2019,"KeeSean Johnson","ARI",23,"WR/wr",10,4,42,21,187,1,1
2019,"Foster Moreau","OAK",22,"TE/te",13,7,25,21,174,5,0
2019,"Josh Reynolds","LAR",24,"WR/wr",16,2,43,21,326,1,0
2019,"Seth Roberts","BAL",28,"WR",16,0,35,21,271,2,0
2019,"Delanie Walker","TEN",35,"TE/te",7,4,31,21,215,2,1
2019,"Josh Jacobs","OAK",21,"RB",13,13,27,20,166,0,1
2019,"Kyle Juszczyk","SFO",28,"FB/RB/rb",12,12,24,20,239,1,0
2019,"Matt Breida","SFO",24,"RB/rb",13,5,22,19,120,1,2
2019,"Jakeem Grant","MIA",27,"WR/wr",10,2,33,19,164,0,2
2019,"Justin Hardy","ATL",28,"WR/wr",16,1,26,19,195,0,0
2019,"Taysom Hill","NOR",29,"QB/qb",16,5,22,19,234,6,0
2019,"Parris Campbell","IND",22,"WR/wr",7,3,24,18,127,1,3
2019,"Charles Clay","ARI",30,"TE",15,10,24,18,237,1,0
2019,"Rhett Ellison","NYG",31,"TE/te",10,7,28,18,167,1,0
2019,"Derrick Henry","TEN",25,"RB",15,15,24,18,206,2,5
2019,"TreQuan Smith","NOR",23,"WR/wr",11,6,25,18,234,5,0
2019,"Javon Wims","CHI",25,"WR/wr",16,6,39,18,186,1,0
2019,"CJ Ham","MIN",26,"FB/fb",16,7,26,17,149,1,1
2019,"Marcus Johnson","IND",25,"WR/wr",8,6,33,17,277,2,0
2019,"David Moore","SEA",24,"WR/wr",14,1,34,17,301,2,2
2019,"Adrian Peterson","WAS",34,"RB",15,15,23,17,142,0,3
2019,"Vyncint Smith","NYJ",23,"WR/wr",13,4,31,17,225,0,1
2019,"Nick Vannett","2TM",26,"",16,7,22,17,166,0,0
2019,"Ben Watson","NWE",39,"TE",10,8,24,17,173,0,0
2019,"Peyton Barber","TAM",25,"RB/rb",16,7,24,16,115,1,1
2019,"Jaron Brown","SEA",29,"WR/wr",14,4,28,16,220,2,1
2019,"Jesse James","DET",25,"TE",16,11,27,16,142,0,0
2019,"Tim Patrick","DEN",26,"WR/wr",8,2,31,16,218,0,0
2019,"Chester Rogers","IND",25,"WR/wr",12,6,28,16,179,2,2
2019,"Ian Thomas","CAR",23,"TE/te",16,3,30,16,136,1,0
2019,"Logan Thomas","DET",28,"TE/te",16,3,28,16,173,1,0
2019,"Ameer Abdullah","MIN",26,"RB",16,0,21,15,88,1,1
2019,"Ross Dwelley","SFO",24,"TE/te",16,6,22,15,91,2,0
2019,"Demetrius Harris","CLE",28,"TE/te",15,6,27,15,149,3,0
2019,"Marcedes Lewis","GNB",35,"TE",16,11,19,15,156,1,0
2019,"Tony Pollard","DAL",22,"RB",15,0,20,15,107,1,1
2019,"Malik Turner","SEA",23,"WR/wr",15,3,22,15,245,1,0
2019,"Mark Walton","MIA",22,"RB/rb",7,4,21,15,89,0,1
2019,"Justin Watson","TAM",24,"WR/wr",16,2,26,15,159,2,0
2019,"Darrel Williams","KAN",24,"RB",12,0,19,15,167,1,1
2019,"Maxx Williams","ARI",25,"TE",16,10,19,15,202,1,0
2019,"Ryquell Armstead","JAX",23,"RB/rb",16,1,24,14,144,2,0
2019,"Kalen Ballage","MIA",24,"RB/rb",12,6,24,14,63,0,0
2019,"Trey Burton","CHI",28,"TE/te",8,5,24,14,84,0,0
2019,"Anthony Firkser","TEN",24,"TE/te",15,1,24,14,204,1,0
2019,"Jeff Heuerman","DEN",27,"TE",14,11,20,14,114,1,0
2019,"Marlon Mack","IND",23,"RB",14,12,17,14,82,0,0
2019,"Raheem Mostert","SFO",27,"RB",16,0,22,14,180,2,2
2019,"James OShaughnessy","JAX",27,"TE/te",5,5,20,14,153,2,0
2019,"Ricky Seals-Jones","CLE",24,"TE/te",14,3,22,14,229,4,1
2019,"Tavon Austin","DAL",29,"WR",14,0,24,13,177,1,1
2019,"Miles Boykin","BAL",23,"WR",16,11,22,13,198,3,0
2019,"Derek Carrier","OAK",29,"TE/te",16,4,19,13,108,1,0
2019,"Frank Gore","BUF",36,"RB",16,8,16,13,100,0,0
2019,"Matt LaCosse","NWE",27,"TE",11,8,19,13,131,1,0
2019,"Scott Miller","TAM",22,"WR/wr",10,2,26,13,200,1,0
2019,"Ty Montgomery","NYJ",26,"RB/rb",16,2,17,13,90,0,0
2019,"Nick OLeary","2TM",27,"",12,5,18,13,109,1,1
2019,"Geoff Swaim","JAX",26,"TE/te",6,2,17,13,65,0,0
2019,"TJ Yeldon","BUF",26,"RB",6,0,15,13,124,0,1
2019,"Seth Devalve","JAX",26,"TE/te",12,6,18,12,140,0,0
2019,"Chase Edmonds","ARI",23,"RB/rb",13,2,21,12,105,1,0
2019,"Marquise Goodwin","SFO",29,"WR/wr",9,6,21,12,186,1,0
2019,"NKeal Harry","NWE",22,"WR/wr",7,5,24,12,105,2,0
2019,"Dontrell Hilliard","CLE",24,"RB",14,0,15,12,92,0,2
2019,"Dontrelle Inman","2TM",30,"",7,1,21,12,181,0,0
2019,"Jake Kumerow","GNB",27,"WR/wr",14,4,21,12,219,1,0
2019,"Sony Michel","NWE",24,"RB",16,14,20,12,94,0,2
2019,"Byron Pringle","KAN",26,"WR",16,0,16,12,170,1,0
2019,"Damion Ratley","CLE",24,"WR/wr",13,3,24,12,200,1,0
2019,"Duke Williams","BUF",26,"WR/wr",4,3,19,12,166,1,0
2019,"Christian Blake","ATL",23,"WR/wr",9,3,24,11,91,0,0
2019,"DeAndre Carter","HOU",26,"WR/wr",16,3,14,11,162,0,2
2019,"Keelan Doss","OAK",23,"WR/wr",8,2,14,11,133,0,0
2019,"Wayne Gallman","NYG",25,"RB/rb",10,2,15,11,102,1,1
2019,"Travis Homer","SEA",21,"RB/rb",16,1,13,11,56,0,0
2019,"Cordarrelle Patterson","CHI",28,"WR/wr",16,4,17,11,83,0,0
2019,"Dante Pettis","SFO",24,"WR/wr",11,4,24,11,109,2,0
2019,"Ito Smith","ATL",24,"RB",7,0,14,11,87,0,0
2019,"JJ Arcega-Whiteside","PHI",23,"WR/wr",16,5,22,10,169,1,0
2019,"Vernon Davis","WAS",35,"TE/te",4,1,19,10,123,1,0
2019,"Brian Hill","ATL",24,"RB/rb",12,2,14,10,69,1,0
2019,"Mack Hollins","2TM",26,"",16,3,23,10,125,0,0
2019,"Jordan Howard","PHI",25,"RB/rb",10,4,14,10,69,1,0
2019,"Carlos Hyde","HOU",29,"RB",16,14,16,10,42,0,4
2019,"Kerryon Johnson","DET",22,"RB/rb",8,7,15,10,127,1,1
2019,"Alexander Mattison","MIN",21,"RB",13,0,12,10,82,0,1
2019,"CJ Prosise","SEA",25,"RB",9,0,12,10,76,0,1
2019,"Robert Tonyan","GNB",25,"TE/te",11,1,15,10,100,1,0
2019,"Andrew Beck","DEN",23,"FB/fb",16,6,12,9,90,1,0
2019,"Brandon Bolden","NWE",29,"RB/rb",15,2,11,9,111,1,0
2019,"Deon Cain","2TM",23,"",13,6,20,9,124,0,0
2019,"Jaeden Graham","ATL",24,"TE",16,0,10,9,149,1,0
2019,"Virgil Green","LAC",31,"TE/te",15,4,13,9,78,1,0
2019,"Andy Isabella","ARI",23,"WR/wr",15,1,13,9,189,1,0
2019,"DeSean Jackson","PHI",33,"WR/wr",3,3,10,9,159,2,0
2019,"Justin Jackson","LAC",24,"RB",7,0,11,9,22,0,0
2019,"Joshua Perkins","PHI",26,"TE",5,0,13,9,87,1,0
2019,"Kalif Raymond","TEN",25,"WR/wr",8,1,12,9,170,1,1
2019,"Adam Shaheen","CHI",25,"TE/te",8,2,13,9,74,0,1
2019,"Wendell Smallwood","WAS",25,"RB",15,0,13,9,64,0,0
2019,"Darwin Thompson","KAN",23,"RB",12,0,10,9,43,0,0
2019,"Laquon Treadwell","MIN",24,"WR/wr",13,1,16,9,184,1,0
2019,"Damion Willis","CIN",22,"WR/wr",10,2,16,9,82,0,0
2019,"Mo Alie-Cox","IND",26,"TE/te",16,2,11,8,93,0,0
2019,"Dan Arnold","2TM",24,"",5,1,14,8,127,2,0
2019,"Blake Bell","KAN",28,"TE/te",15,7,15,8,67,0,0
2019,"Antonio Callaway","CLE",22,"WR/wr",4,2,15,8,89,0,0
2019,"Tyler Conklin","MIN",24,"TE/te",15,1,10,8,58,0,0
2019,"Trevor Davis","3TM",26,"",14,4,11,8,111,0,3
2019,"Hale Hentges","WAS",23,"TE/te",11,4,14,8,103,1,0
2019,"Justice Hill","BAL",22,"RB",16,0,15,8,70,0,0
2019,"Chris Hogan","CAR",32,"WR/wr",7,1,15,8,67,0,0
2019,"Jesper Horsted","CHI",22,"TE/te/WR",6,1,10,8,87,1,1
2019,"Rashaad Penny","SEA",23,"RB",10,0,11,8,83,1,1
2019,"Patrick Ricard","BAL",25,"FB/fb",16,7,11,8,47,1,0
2019,"Luke Stocker","ATL",31,"TE",15,9,14,8,53,0,1
2019,"Tommy Sweeney","BUF",24,"TE/te",6,1,13,8,114,0,0
2019,"Ryan Switzer","PIT",25,"WR",9,0,11,8,27,0,1
2019,"Luke Willson","SEA",29,"TE/te",8,7,10,8,79,0,0
2019,"Brandon Zylstra","CAR",26,"WR",8,0,12,8,106,0,1
2019,"Daniel Brown","NYJ",27,"TE/te",16,5,11,7,72,1,0
2019,"Mike Davis","2TM",26,"",12,1,8,7,22,0,0
2019,"Gus Edwards","BAL",24,"RB/rb",16,1,7,7,45,0,2
2019,"Myles Gaskin","MIA",22,"RB",7,0,12,7,51,0,0
2019,"Derrius Guice","WAS",22,"RB/rb",5,1,9,7,79,1,0
2019,"Marvin Hall","DET",26,"WR",9,0,11,7,261,1,0
2019,"JP Holtz","2TM",26,"",15,7,8,7,91,0,0
2019,"Bilal Powell","NYJ",31,"RB/rb",13,1,12,7,33,0,0
2019,"Durham Smythe","MIA",24,"TE",16,14,14,7,65,0,0
2019,"Danny Vitale","GNB",26,"FB/fb",15,4,12,7,97,0,0
2019,"Jordan Wilkins","IND",25,"RB/rb",14,1,11,7,43,0,0
2019,"Kenjon Barner","ATL",29,"RB",14,0,8,6,22,0,4
2019,"Travis Benjamin","LAC",30,"WR/wr",5,2,16,6,30,0,0
2019,"Braxton Berrios","NYJ",24,"WR",16,0,13,6,115,0,1
2019,"Reggie Bonnafon","CAR",23,"RB",16,0,9,6,57,0,0
2019,"Devontae Booker","DEN",27,"RB",16,0,9,6,57,0,0
2019,"Ben Braunecker","CHI",25,"TE/te",11,3,11,6,59,1,0
2019,"Trey Edmunds","PIT",25,"RB/TE",11,0,7,6,48,0,0
2019,"Troy Fumagalli","DEN",24,"TE/te",11,5,9,6,38,1,0
2019,"Deonte Harris","NOR",22,"WR/wr",14,1,6,6,24,0,3
2019,"Alec Ingold","OAK",23,"FB/fb",16,4,6,6,44,1,0
2019,"Ryan Izzo","NWE",24,"TE/te",6,4,9,6,114,1,0
2019,"Richie James","SFO",24,"WR/wr",16,1,10,6,165,1,1
2019,"DErnest Johnson","CLE",23,"RB",16,0,7,6,71,0,0
2019,"Tyler Kroft","BUF",27,"TE/te",11,3,14,6,71,1,0
2019,"Zach Line","NOR",29,"FB/fb/RB",12,2,10,6,36,0,0
2019,"Andre Patton","LAC",25,"WR/wr",13,5,17,6,56,0,0
2019,"MyCole Pruitt","TEN",27,"TE",16,10,8,6,90,1,0
2019,"Riley Ridley","CHI",23,"WR",5,0,7,6,69,0,0
2019,"Diontae Spencer","DEN",27,"WR/wr",16,2,8,6,31,0,3
2019,"Darren Sproles","PHI",36,"RB/rb",6,1,10,6,24,0,1
2019,"Marcell Ateman","OAK",25,"WR",11,0,10,5,116,0,1
2019,"Stephen Carlson","CLE",23,"TE/te",9,5,7,5,51,1,0
2019,"Patrick DiMarco","BUF",30,"FB/fb",16,4,7,5,41,0,0
2019,"Andy Janovich","DEN",26,"FB/fb",7,3,5,5,42,0,0
2019,"David Njoku","CLE",23,"TE/te",4,1,10,5,41,1,0
2019,"Drew Sample","CIN",23,"TE/te",9,2,6,5,30,0,0
2019,"Devin Smith","DAL",27,"WR/wr",4,2,9,5,113,1,0
2019,"Spencer Ware","KAN",28,"RB/rb",3,1,7,5,22,0,1
2019,"Jonathan Williams","IND",25,"RB/rb",9,1,5,5,59,0,0
2019,"Cedrick Wilson","DAL",24,"WR",6,0,8,5,46,0,0
2019,"Nick Bawden","DET",23,"FB/fb",10,2,6,4,17,0,0
2019,"Khari Blasingame","TEN",23,"FB/fb/RB/rb",6,3,5,4,54,0,0
2019,"Antonio Brown","NWE",31,"WR",1,0,8,4,56,1,0
2019,"Tra Carson","2TM",27,"",3,1,4,4,18,0,0
2019,"Michael Crabtree","ARI",32,"WR/wr",2,1,5,4,22,0,0
2019,"Ryan Grant","OAK",29,"WR/wr",2,1,9,4,14,0,0
2019,"Darrell Henderson","LAR",22,"RB",13,0,6,4,37,0,0
2019,"Rashard Higgins","CLE",25,"WR/wr",10,1,11,4,55,1,0
2019,"KhaDarel Hodge","CLE",24,"WR/wr",16,1,10,4,76,0,0
2019,"Tevin Jones","PIT",27,"WR",5,0,10,4,61,0,0
2019,"Jordan Matthews","2TM",27,"",3,1,12,4,33,0,0
2019,"Donte Moncrief","2TM",26,"",8,2,15,4,18,0,0
2019,"Johnny Mundt","LAR",25,"TE/te",13,2,7,4,26,0,0
2019,"JJ Nelson","OAK",27,"WR/wr",2,1,5,4,36,1,0
2019,"Trent Sherfield","ARI",23,"WR/wr",16,1,13,4,80,0,0
2019,"Lee Smith","BUF",32,"TE/te",16,5,5,4,31,1,0
2019,"Ross Travis","IND",26,"TE/te",3,1,6,4,51,0,1
